year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,cannabis_control_act,controlled_substance_act,drug_paraphernalia_control_act,hypodermic_syringes_and_neddles_act,methamphetamine,cannabis_control_act_rate,controlled_substance_act_rate,drug_paraphernalia_control_act_rate,hypodermic_syringes_and_neddles_act_rate,methamphetamine_rate
2013,13,25.0,Clay,4,Southern,Mostly Rural,64.7,13556,12.0,1.0,20.0,0.0,20.0,88.5,7.4,147.5,0.0,147.5
2013,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,37727,39.0,9.0,35.0,0.0,5.0,103.4,23.9,92.8,0.0,13.3
2013,15,29.0,Coles,5,Central,Mostly Urban,24.3,53052,77.0,20.0,64.0,3.0,32.0,145.1,37.7,120.6,5.7,60.3
2013,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5254885,30038.0,19938.0,4977.0,215.0,106.0,571.6,379.4,94.7,4.1,2.0
2013,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,19435,18.0,9.0,25.0,0.0,8.0,92.6,46.3,128.6,0.0,41.2
2013,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10905,9.0,3.0,17.0,0.0,1.0,82.5,27.5,155.9,0.0,9.2
2013,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,104207,551.0,134.0,380.0,6.0,13.0,528.8,128.6,364.7,5.8,12.5
2013,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16373,36.0,6.0,39.0,0.0,0.0,219.9,36.6,238.2,0.0,0.0
2013,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19859,25.0,8.0,39.0,1.0,1.0,125.9,40.3,196.4,5.0,5.0
2013,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,932519,2929.0,637.0,2059.0,48.0,21.0,314.1,68.3,220.8,5.1,2.3
2013,23,45.0,Edgar,5,Central,Mostly Rural,51.8,17938,46.0,27.0,77.0,8.0,48.0,256.4,150.5,429.3,44.6,267.6
2013,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6687,40.0,7.0,24.0,4.0,10.0,598.2,104.7,358.9,59.8,149.5
2013,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34215,73.0,41.0,106.0,1.0,33.0,213.4,119.8,309.8,2.9,96.4
2013,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,22193,29.0,13.0,22.0,3.0,14.0,130.7,58.6,99.1,13.5,63.1
2013,27,53.0,Ford,11,Central,Mostly Urban,41.8,13672,39.0,24.0,52.0,0.0,0.0,285.3,175.5,380.3,0.0,0.0
2013,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39553,17.0,22.0,41.0,5.0,4.0,43.0,55.6,103.7,12.6,10.1
2013,29,57.0,Fulton,9,Central,Mostly Rural,60.0,36322,99.0,42.0,126.0,6.0,17.0,272.6,115.6,346.9,16.5,46.8
2013,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,5387,2.0,4.0,2.0,1.0,4.0,37.1,74.3,37.1,18.6,74.3
2013,31,61.0,Greene,7,Central,Mostly Rural,70.8,13634,18.0,17.0,31.0,3.0,1.0,132.0,124.7,227.4,22.0,7.3
2013,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,50187,217.0,83.0,204.0,35.0,1.0,432.4,165.4,406.5,69.7,2.0
2013,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8346,,,,,,,,,,
2013,34,67.0,Hancock,9,Central,Mostly Rural,71.0,18544,3.0,1.0,8.0,0.0,3.0,16.2,5.4,43.1,0.0,16.2
2013,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4176,4.0,3.0,0.0,0.0,0.0,95.8,71.8,0.0,0.0,0.0
2013,36,71.0,Henderson,9,Central,Mostly Rural,99.7,6962,2.0,1.0,2.0,0.0,0.0,28.7,14.4,28.7,0.0,0.0
2013,37,73.0,Henry,14,Central,Mostly Rural,50.3,49921,85.0,27.0,104.0,5.0,15.0,170.3,54.1,208.3,10.0,30.0
2013,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,28941,32.0,41.0,30.0,2.0,5.0,110.6,141.7,103.7,6.9,17.3
2013,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,59757,257.0,82.0,153.0,7.0,39.0,430.1,137.2,256.0,11.7,65.3
2013,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,9606,23.0,7.0,23.0,1.0,7.0,239.4,72.9,239.4,10.4,72.9
2013,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,38647,156.0,117.0,126.0,4.0,82.0,403.7,302.7,326.0,10.4,212.2
2013,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,22575,94.0,97.0,159.0,5.0,9.0,416.4,429.7,704.3,22.1,39.9
2013,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22396,63.0,9.0,46.0,0.0,12.0,281.3,40.2,205.4,0.0,53.6
2013,44,87.0,Johnson,1,Southern,Completely Rural,100.0,12868,9.0,2.0,11.0,1.0,8.0,69.9,15.5,85.5,7.8,62.2
2013,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,522935,1451.0,435.0,879.0,23.0,3.0,277.5,83.2,168.1,4.4,0.6
2013,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,112752,345.0,140.0,173.0,22.0,0.0,306.0,124.2,153.4,19.5,0.0
2013,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,119594,222.0,46.0,203.0,7.0,0.0,185.6,38.5,169.7,5.9,0.0
2013,48,95.0,Knox,9,Central,Mostly Urban,24.3,52127,143.0,99.0,52.0,0.0,44.0,274.3,189.9,99.8,0.0,84.4
2013,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,704462,2018.0,774.0,1580.0,69.0,4.0,286.5,109.9,224.3,9.8,0.6
2013,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,112428,391.0,193.0,320.0,5.0,0.0,347.8,171.7,284.6,4.4,0.0
2013,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,16725,64.0,20.0,33.0,8.0,50.0,382.7,119.6,197.3,47.8,299.0
2013,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,35116,68.0,57.0,54.0,1.0,0.0,193.6,162.3,153.8,2.8,0.0
2013,53,105.0,Livingston,11,Central,Mostly Urban,40.8,37396,186.0,74.0,125.0,12.0,0.0,497.4,197.9,334.3,32.1,0.0
2013,54,107.0,Logan,11,Central,Mostly Urban,39.9,29821,128.0,69.0,104.0,5.0,0.0,429.2,231.4,348.7,16.8,0.0
2013,55,109.0,McDonough,9,Central,Mostly Urban,29.5,32246,257.0,47.0,209.0,3.0,36.0,797.0,145.8,648.1,9.3,111.6
2013,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,307587,850.0,357.0,955.0,21.0,4.0,276.3,116.1,310.5,6.8,1.3
2013,57,113.0,McLean,11,Central,Mostly Urban,16.5,175045,858.0,236.0,455.0,6.0,4.0,490.2,134.8,259.9,3.4,2.3
2013,58,115.0,Macon,6,Central,Mostly Urban,15.3,109563,657.0,306.0,411.0,1.0,52.0,599.7,279.3,375.1,0.9,47.5
2013,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,46679,49.0,36.0,66.0,4.0,17.0,105.0,77.1,141.4,8.6,36.4
2013,60,119.0,Madison,3,Southern,Mostly Urban,13.3,267317,612.0,458.0,506.0,36.0,59.0,228.9,171.3,189.3,13.5,22.1
2013,61,121.0,Marion,4,Southern,Mostly Urban,45.1,38672,69.0,52.0,71.0,0.0,60.0,178.4,134.5,183.6,0.0,155.2
2013,62,123.0,Marshall,10,Central,Completely Rural,100.0,12121,14.0,9.0,24.0,0.0,2.0,115.5,74.3,198.0,0.0,16.5
2013,63,125.0,Mason,8,Central,Mostly Rural,77.5,14144,12.0,13.0,11.0,0.0,4.0,84.8,91.9,77.8,0.0,28.3
2013,64,127.0,Massac,1,Southern,Mostly Rural,50.5,14845,49.0,32.0,21.0,1.0,25.0,330.1,215.6,141.5,6.7,168.4
2013,65,129.0,Menard,8,Central,Mostly Rural,75.7,12571,3.0,1.0,3.0,0.0,1.0,23.9,8.0,23.9,0.0,8.0
2013,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16075,5.0,5.0,21.0,0.0,0.0,31.1,31.1,130.6,0.0,0.0
2013,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,33459,50.0,11.0,46.0,8.0,10.0,149.4,32.9,137.5,23.9,29.9
2013,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,29362,101.0,57.0,134.0,5.0,6.0,344.0,194.1,456.4,17.0,20.4
2013,69,137.0,Morgan,7,Central,Mostly Urban,36.2,34999,200.0,64.0,165.0,2.0,55.0,571.4,182.9,471.4,5.7,157.1
2013,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14796,6.0,2.0,10.0,0.0,1.0,40.6,13.5,67.6,0.0,6.8
2013,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,52279,79.0,23.0,88.0,5.0,0.0,151.1,44.0,168.3,9.6,0.0
2013,72,143.0,Peoria,10,Central,Mostly Urban,14.6,188645,734.0,336.0,306.0,23.0,2.0,389.1,178.1,162.2,12.2,1.1
2013,73,145.0,Perry,20,Southern,Mostly Urban,43.6,21714,58.0,27.0,62.0,3.0,6.0,267.1,124.3,285.5,13.8,27.6
2013,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16429,29.0,6.0,31.0,1.0,0.0,176.5,36.5,188.7,6.1,0.0
2013,75,149.0,Pike,8,Central,Mostly Rural,72.3,16071,66.0,6.0,70.0,0.0,0.0,410.7,37.3,435.6,0.0,0.0
2013,76,151.0,Pope,1,Southern,Completely Rural,100.0,4453,,,,,,,,,,
2013,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,5889,12.0,3.0,5.0,0.0,0.0,203.8,50.9,84.9,0.0,0.0
2013,78,155.0,Putnam,10,Central,Completely Rural,100.0,5854,4.0,0.0,3.0,0.0,0.0,68.3,0.0,51.2,0.0,0.0
2013,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33174,63.0,35.0,56.0,2.0,0.0,189.9,105.5,168.8,6.0,0.0
2013,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16007,33.0,9.0,39.0,0.0,5.0,206.2,56.2,243.6,0.0,31.2
2013,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,147688,588.0,184.0,330.0,39.0,16.0,398.1,124.6,223.4,26.4,10.8
2013,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,266805,1241.0,585.0,675.0,160.0,23.0,465.1,219.3,253.0,60.0,8.6
2013,83,165.0,Saline,1,Southern,Mostly Urban,43.7,24799,45.0,29.0,23.0,2.0,28.0,181.5,116.9,92.7,8.1,112.9
2013,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,199131,1024.0,486.0,569.0,15.0,8.0,514.2,244.1,285.7,7.5,4.0
2013,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7391,12.0,11.0,14.0,1.0,15.0,162.4,148.8,189.4,13.5,202.9
2013,86,171.0,Scott,7,Central,Completely Rural,100.0,5211,0.0,1.0,0.0,1.0,0.0,0.0,19.2,0.0,19.2,0.0
2013,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22141,36.0,10.0,50.0,1.0,3.0,162.6,45.2,225.8,4.5,13.5
2013,88,175.0,Stark,10,Central,Completely Rural,100.0,5707,11.0,3.0,9.0,1.0,2.0,192.7,52.6,157.7,17.5,35.0
2013,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,46672,118.0,34.0,57.0,4.0,1.0,252.8,72.8,122.1,8.6,2.1
2013,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,136268,397.0,152.0,514.0,7.0,30.0,291.3,111.5,377.2,5.1,22.0
2013,91,181.0,Union,1,Southern,Mostly Rural,65.9,17545,26.0,10.0,26.0,1.0,18.0,148.2,57.0,148.2,5.7,102.6
2013,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,80588,126.0,143.0,75.0,0.0,20.0,156.4,177.4,93.1,0.0,24.8
2013,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,11673,23.0,13.0,37.0,0.0,19.0,197.0,111.4,317.0,0.0,162.8
2013,94,187.0,Warren,9,Central,Mostly Urban,45.5,17670,42.0,8.0,44.0,0.0,5.0,237.7,45.3,249.0,0.0,28.3
2013,95,189.0,Washington,20,Southern,Mostly Rural,73.6,14413,4.0,3.0,22.0,3.0,5.0,27.8,20.8,152.6,20.8,34.7
2013,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,16664,20.0,11.0,45.0,0.0,24.0,120.0,66.0,270.0,0.0,144.0
2013,97,193.0,White,2,Southern,Mostly Rural,62.0,14435,15.0,5.0,13.0,1.0,3.0,103.9,34.6,90.1,6.9,20.8
2013,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,57462,109.0,68.0,80.0,5.0,0.0,189.7,118.3,139.2,8.7,0.0
2013,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,683873,1873.0,721.0,1209.0,22.0,13.0,273.9,105.4,176.8,3.2,1.9
2013,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,67447,47.0,55.0,34.0,3.0,6.0,69.7,81.5,50.4,4.4,8.9
2013,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,290994,912.0,445.0,424.0,103.0,0.0,313.4,152.9,145.7,35.4,0.0
2013,102,203.0,Woodford,11,Central,Mostly Rural,54.9,39035,74.0,16.0,78.0,1.0,0.0,189.6,41.0,199.8,2.6,0.0
2014,1,1.0,Adams,8,Central,Mostly Urban,32.6,66973,173.0,37.0,143.0,2.0,71.0,258.3,55.2,213.5,3.0,106.0
2014,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,7082,24.0,12.0,2.0,0.0,2.0,338.9,169.4,28.2,0.0,28.2
2014,3,5.0,Bond,3,Southern,Mostly Rural,60.7,17071,9.0,10.0,15.0,1.0,1.0,52.7,58.6,87.9,5.9,5.9
2014,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,53740,321.0,95.0,324.0,6.0,0.0,597.3,176.8,602.9,11.2,0.0
2014,5,9.0,Brown,8,Central,Mostly Urban,41.1,6833,16.0,2.0,16.0,0.0,0.0,234.2,29.3,234.2,0.0,0.0
2014,6,11.0,Bureau,13,Central,Mostly Rural,57.4,33861,45.0,13.0,49.0,1.0,0.0,132.9,38.4,144.7,3.0,0.0
2014,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,4925,,,,,,,,,,
2014,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,14783,20.0,9.0,23.0,2.0,16.0,135.3,60.9,155.6,13.5,108.2
2014,9,17.0,Cass,8,Central,Mostly Rural,52.1,13091,33.0,12.0,44.0,1.0,41.0,252.1,91.7,336.1,7.6,313.2
2014,10,19.0,Champaign,6,Central,Mostly Urban,12.7,207959,651.0,251.0,361.0,24.0,23.0,313.0,120.7,173.6,11.5,11.1
2014,11,21.0,Christian,4,Central,Mostly Urban,43.5,33810,49.0,28.0,79.0,0.0,20.0,144.9,82.8,233.7,0.0,59.2
2014,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16046,40.0,14.0,49.0,1.0,17.0,249.3,87.2,305.4,6.2,105.9
2014,13,25.0,Clay,4,Southern,Mostly Rural,64.7,13446,23.0,4.0,29.0,0.0,15.0,171.1,29.7,215.7,0.0,111.6
2014,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,37644,59.0,24.0,49.0,4.0,1.0,156.7,63.8,130.2,10.6,2.7
2014,15,29.0,Coles,5,Central,Mostly Urban,24.3,52522,65.0,29.0,54.0,1.0,26.0,123.8,55.2,102.8,1.9,49.5
2014,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5257481,26751.0,18454.0,5187.0,185.0,66.0,508.8,351.0,98.7,3.5,1.3
2014,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,19285,50.0,22.0,53.0,3.0,38.0,259.3,114.1,274.8,15.6,197.0
2014,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10924,14.0,6.0,12.0,2.0,7.0,128.2,54.9,109.8,18.3,64.1
2014,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,104570,717.0,248.0,485.0,17.0,33.0,685.7,237.2,463.8,16.3,31.6
2014,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16216,34.0,8.0,38.0,0.0,0.0,209.7,49.3,234.3,0.0,0.0
2014,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19903,21.0,9.0,40.0,1.0,1.0,105.5,45.2,201.0,5.0,5.0
2014,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,933820,3197.0,667.0,2227.0,37.0,4.0,342.4,71.4,238.5,4.0,0.4
2014,23,45.0,Edgar,5,Central,Mostly Rural,51.8,17805,37.0,33.0,63.0,9.0,57.0,207.8,185.3,353.8,50.5,320.1
2014,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6628,2.0,0.0,4.0,0.0,2.0,30.2,0.0,60.4,0.0,30.2
2014,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34119,121.0,60.0,145.0,5.0,28.0,354.6,175.9,425.0,14.7,82.1
2014,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,22072,28.0,29.0,28.0,0.0,10.0,126.9,131.4,126.9,0.0,45.3
2014,27,53.0,Ford,11,Central,Mostly Urban,41.8,13539,53.0,20.0,66.0,2.0,0.0,391.5,147.7,487.5,14.8,0.0
2014,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39445,27.0,48.0,81.0,5.0,12.0,68.4,121.7,205.3,12.7,30.4
2014,29,57.0,Fulton,9,Central,Mostly Rural,60.0,35990,122.0,41.0,121.0,1.0,20.0,339.0,113.9,336.2,2.8,55.6
2014,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,5280,1.0,0.0,0.0,0.0,0.0,18.9,0.0,0.0,0.0,0.0
2014,31,61.0,Greene,7,Central,Mostly Rural,70.8,13415,23.0,26.0,33.0,3.0,13.0,171.4,193.8,246.0,22.4,96.9
2014,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,50290,180.0,61.0,185.0,27.0,1.0,357.9,121.3,367.9,53.7,2.0
2014,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8314,4.0,0.0,4.0,0.0,0.0,48.1,0.0,48.1,0.0,0.0
2014,34,67.0,Hancock,9,Central,Mostly Rural,71.0,18324,6.0,0.0,10.0,0.0,8.0,32.7,0.0,54.6,0.0,43.7
2014,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4148,2.0,4.0,0.0,0.0,0.0,48.2,96.4,0.0,0.0,0.0
2014,36,71.0,Henderson,9,Central,Mostly Rural,99.7,7011,1.0,1.0,2.0,0.0,0.0,14.3,14.3,28.5,0.0,0.0
2014,37,73.0,Henry,14,Central,Mostly Rural,50.3,49830,143.0,38.0,139.0,5.0,4.0,287.0,76.3,278.9,10.0,8.0
2014,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,28719,20.0,22.0,36.0,3.0,4.0,69.6,76.6,125.4,10.4,13.9
2014,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,59359,323.0,76.0,167.0,3.0,27.0,544.1,128.0,281.3,5.1,45.5
2014,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,9633,12.0,4.0,15.0,3.0,3.0,124.6,41.5,155.7,31.1,31.1
2014,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,38377,135.0,62.0,149.0,14.0,112.0,351.8,161.6,388.3,36.5,291.8
2014,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,22467,80.0,58.0,129.0,10.0,5.0,356.1,258.2,574.2,44.5,22.3
2014,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22338,52.0,1.0,45.0,0.0,6.0,232.8,4.5,201.5,0.0,26.9
2014,44,87.0,Johnson,1,Southern,Completely Rural,100.0,12890,14.0,8.0,13.0,0.0,3.0,108.6,62.1,100.9,0.0,23.3
2014,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,526028,1414.0,453.0,872.0,15.0,5.0,268.8,86.1,165.8,2.9,1.0
2014,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,111907,305.0,128.0,143.0,16.0,0.0,272.5,114.4,127.8,14.3,0.0
2014,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,121413,281.0,36.0,237.0,0.0,0.0,231.4,29.7,195.2,0.0,0.0
2014,48,95.0,Knox,9,Central,Mostly Urban,24.3,51944,106.0,63.0,60.0,1.0,10.0,204.1,121.3,115.5,1.9,19.3
2014,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,704618,2171.0,632.0,1576.0,61.0,7.0,308.1,89.7,223.7,8.7,1.0
2014,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,111669,437.0,157.0,380.0,4.0,0.0,391.3,140.6,340.3,3.6,0.0
2014,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,16558,21.0,10.0,30.0,3.0,47.0,126.8,60.4,181.2,18.1,283.9
2014,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,34904,120.0,74.0,73.0,0.0,0.0,343.8,212.0,209.1,0.0,0.0
2014,53,105.0,Livingston,11,Central,Mostly Urban,40.8,37040,115.0,80.0,93.0,10.0,0.0,310.5,216.0,251.1,27.0,0.0
2014,54,107.0,Logan,11,Central,Mostly Urban,39.9,29656,91.0,30.0,82.0,8.0,0.0,306.9,101.2,276.5,27.0,0.0
2014,55,109.0,McDonough,9,Central,Mostly Urban,29.5,31792,321.0,62.0,242.0,6.0,7.0,1009.7,195.0,761.2,18.9,22.0
2014,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,307414,804.0,348.0,886.0,31.0,3.0,261.5,113.2,288.2,10.1,1.0
2014,57,113.0,McLean,11,Central,Mostly Urban,16.5,174121,781.0,265.0,408.0,3.0,5.0,448.5,152.2,234.3,1.7,2.9
2014,58,115.0,Macon,6,Central,Mostly Urban,15.3,108520,615.0,238.0,382.0,2.0,51.0,566.7,219.3,352.0,1.8,47.0
2014,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,46204,80.0,29.0,69.0,2.0,23.0,173.1,62.8,149.3,4.3,49.8
2014,60,119.0,Madison,3,Southern,Mostly Urban,13.3,266618,580.0,381.0,513.0,49.0,55.0,217.5,142.9,192.4,18.4,20.6
2014,61,121.0,Marion,4,Southern,Mostly Urban,45.1,38558,46.0,40.0,53.0,0.0,34.0,119.3,103.7,137.5,0.0,88.2
2014,62,123.0,Marshall,10,Central,Completely Rural,100.0,11959,26.0,12.0,40.0,0.0,0.0,217.4,100.3,334.5,0.0,0.0
2014,63,125.0,Mason,8,Central,Mostly Rural,77.5,14102,7.0,13.0,20.0,3.0,4.0,49.6,92.2,141.8,21.3,28.4
2014,64,127.0,Massac,1,Southern,Mostly Rural,50.5,14753,61.0,30.0,27.0,2.0,28.0,413.5,203.3,183.0,13.6,189.8
2014,65,129.0,Menard,8,Central,Mostly Rural,75.7,12505,16.0,2.0,16.0,0.0,0.0,127.9,16.0,127.9,0.0,0.0
2014,66,131.0,Mercer,14,Central,Mostly Rural,77.8,15900,5.0,8.0,10.0,0.0,0.0,31.4,50.3,62.9,0.0,0.0
2014,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,33542,63.0,21.0,54.0,7.0,6.0,187.8,62.6,161.0,20.9,17.9
2014,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,29448,45.0,36.0,75.0,1.0,3.0,152.8,122.2,254.7,3.4,10.2
2014,69,137.0,Morgan,7,Central,Mostly Urban,36.2,34672,118.0,45.0,97.0,0.0,40.0,340.3,129.8,279.8,0.0,115.4
2014,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14750,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0
2014,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,51949,75.0,16.0,86.0,6.0,0.0,144.4,30.8,165.5,11.5,0.0
2014,72,143.0,Peoria,10,Central,Mostly Urban,14.6,187531,792.0,418.0,324.0,42.0,2.0,422.3,222.9,172.8,22.4,1.1
2014,73,145.0,Perry,20,Southern,Mostly Urban,43.6,21540,56.0,33.0,53.0,1.0,8.0,260.0,153.2,246.1,4.6,37.1
2014,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16408,22.0,8.0,36.0,0.0,1.0,134.1,48.8,219.4,0.0,6.1
2014,75,149.0,Pike,8,Central,Mostly Rural,72.3,15955,72.0,23.0,64.0,2.0,16.0,451.3,144.2,401.1,12.5,100.3
2014,76,151.0,Pope,1,Southern,Completely Rural,100.0,4371,,,,,,,,,,
2014,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,5794,11.0,1.0,4.0,0.0,0.0,189.9,17.3,69.0,0.0,0.0
2014,78,155.0,Putnam,10,Central,Completely Rural,100.0,5832,10.0,0.0,11.0,0.0,0.0,171.5,0.0,188.6,0.0,0.0
2014,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33142,110.0,87.0,130.0,35.0,27.0,331.9,262.5,392.3,105.6,81.5
2014,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16018,37.0,11.0,46.0,0.0,35.0,231.0,68.7,287.2,0.0,218.5
2014,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,147090,604.0,187.0,348.0,36.0,13.0,410.6,127.1,236.6,24.5,8.8
2014,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,265922,972.0,531.0,637.0,86.0,25.0,365.5,199.7,239.5,32.3,9.4
2014,83,165.0,Saline,1,Southern,Mostly Urban,43.7,24492,25.0,32.0,30.0,9.0,52.0,102.1,130.7,122.5,36.7,212.3
2014,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,199180,878.0,435.0,377.0,14.0,12.0,440.8,218.4,189.3,7.0,6.0
2014,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7260,31.0,5.0,34.0,0.0,32.0,427.0,68.9,468.3,0.0,440.8
2014,86,171.0,Scott,7,Central,Completely Rural,100.0,5170,0.0,1.0,2.0,0.0,0.0,0.0,19.3,38.7,0.0,0.0
2014,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22106,21.0,15.0,56.0,5.0,7.0,95.0,67.9,253.3,22.6,31.7
2014,88,175.0,Stark,10,Central,Completely Rural,100.0,5602,12.0,0.0,6.0,0.0,0.0,214.2,0.0,107.1,0.0,0.0
2014,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,46267,119.0,36.0,75.0,0.0,0.0,257.2,77.8,162.1,0.0,0.0
2014,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,135363,409.0,137.0,515.0,11.0,45.0,302.2,101.2,380.5,8.1,33.2
2014,91,181.0,Union,1,Southern,Mostly Rural,65.9,17407,34.0,21.0,35.0,6.0,5.0,195.3,120.6,201.1,34.5,28.7
2014,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,79786,141.0,131.0,76.0,1.0,43.0,176.7,164.2,95.3,1.3,53.9
2014,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,11600,25.0,22.0,50.0,3.0,6.0,215.5,189.7,431.0,25.9,51.7
2014,94,187.0,Warren,9,Central,Mostly Urban,45.5,17719,31.0,1.0,20.0,0.0,1.0,175.0,5.6,112.9,0.0,5.6
2014,95,189.0,Washington,20,Southern,Mostly Rural,73.6,14391,2.0,3.0,13.0,3.0,3.0,13.9,20.8,90.3,20.8,20.8
2014,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,16593,32.0,23.0,73.0,0.0,66.0,192.9,138.6,439.9,0.0,397.8
